from,to,fromName,toName,edgeWeight,edgeDirection,edgeType,fromOmic,toOmic
P06865,HMDB0000195,P06865,HMDB0000195,0.66,from_to,syntheticCrossAssay,Protein,Metabolite
P07686,HMDB0000197,P07686,HMDB0000197,0.7,from_to,syntheticCrossAssay,Protein,Metabolite
P10619,HMDB0000182,P10619,HMDB0000182,0.74,from_to,syntheticCrossAssay,Protein,Metabolite
P22304,HMDB0001448,P22304,HMDB0001448,0.78,from_to,syntheticCrossAssay,Protein,Metabolite
P15848,HMDB0000195,P15848,HMDB0000195,0.82,from_to,syntheticCrossAssay,Protein,Metabolite
P15586,HMDB0000197,P15586,HMDB0000197,0.86,from_to,syntheticCrossAssay,Protein,Metabolite
P21589,HMDB0000182,P21589,HMDB0000182,0.9,from_to,syntheticCrossAssay,Protein,Metabolite
P00491,HMDB0001448,P00491,HMDB0001448,0.62,from_to,syntheticCrossAssay,Protein,Metabolite
P00352,HMDB0000195,P00352,HMDB0000195,0.66,from_to,syntheticCrossAssay,Protein,Metabolite
P08195,HMDB0000197,P08195,HMDB0000197,0.7,from_to,syntheticCrossAssay,Protein,Metabolite
P43251,HMDB0000182,P43251,HMDB0000182,0.74,from_to,syntheticCrossAssay,Protein,Metabolite
ENSG00000207631,HMDB0001448,ENSG00000207631,HMDB0001448,0.64,from_to,syntheticCrossAssay,RNA,Metabolite
ENSG00000207931,HMDB0000195,ENSG00000207931,HMDB0000195,0.68,from_to,syntheticCrossAssay,RNA,Metabolite
ENSG00000264566,HMDB0000197,ENSG00000264566,HMDB0000197,0.72,from_to,syntheticCrossAssay,RNA,Metabolite
ENSG00000221203,HMDB0000182,ENSG00000221203,HMDB0000182,0.76,from_to,syntheticCrossAssay,RNA,Metabolite
ENSG00000221476,HMDB0001448,ENSG00000221476,HMDB0001448,0.8,from_to,syntheticCrossAssay,RNA,Metabolite
ENSG00000207642,HMDB0000195,ENSG00000207642,HMDB0000195,0.84,from_to,syntheticCrossAssay,RNA,Metabolite
ENSG00000266228,HMDB0000197,ENSG00000266228,HMDB0000197,0.88,from_to,syntheticCrossAssay,RNA,Metabolite
ENSG00000183878,HMDB0000182,ENSG00000183878,HMDB0000182,0.92,from_to,syntheticCrossAssay,RNA,Metabolite
