from,to,fromName,toName,edgeWeight,edgeDirection,edgeType,fromOmic,toOmic
ENSG00000162928,ENSG00000164104,ENSG00000162928,ENSG00000164104,0.85,undirected,syntheticWithinAssay,RNA,RNA
ENSG00000164104,ENSG00000207631,ENSG00000164104,ENSG00000207631,0.9,undirected,syntheticWithinAssay,RNA,RNA
P02730,P06865,P02730,P06865,0.55,undirected,syntheticWithinAssay,Protein,Protein
P06865,P07686,P06865,P07686,0.6,undirected,syntheticWithinAssay,Protein,Protein
P07686,P10619,P07686,P10619,0.65,undirected,syntheticWithinAssay,Protein,Protein
P10619,P22304,P10619,P22304,0.7,undirected,syntheticWithinAssay,Protein,Protein
P22304,P15848,P22304,P15848,0.75,undirected,syntheticWithinAssay,Protein,Protein
P15848,P15586,P15848,P15586,0.8,undirected,syntheticWithinAssay,Protein,Protein
P15586,P21589,P15586,P21589,0.85,undirected,syntheticWithinAssay,Protein,Protein
P21589,P00491,P21589,P00491,0.9,undirected,syntheticWithinAssay,Protein,Protein
P00491,P00352,P00491,P00352,0.95,undirected,syntheticWithinAssay,Protein,Protein
P00352,P08195,P00352,P08195,0.55,undirected,syntheticWithinAssay,Protein,Protein
P08195,P43251,P08195,P43251,0.6,undirected,syntheticWithinAssay,Protein,Protein
P43251,O14773,P43251,O14773,0.65,undirected,syntheticWithinAssay,Protein,Protein
O14773,P02647,O14773,P02647,0.7,undirected,syntheticWithinAssay,Protein,Protein
P02647,Q9UBR2,P02647,Q9UBR2,0.75,undirected,syntheticWithinAssay,Protein,Protein
Q9UBR2,P25774,Q9UBR2,P25774,0.8,undirected,syntheticWithinAssay,Protein,Protein
P25774,P09668,P25774,P09668,0.85,undirected,syntheticWithinAssay,Protein,Protein
P09668,P07711,P09668,P07711,0.9,undirected,syntheticWithinAssay,Protein,Protein
P07711,P53634,P07711,P53634,0.95,undirected,syntheticWithinAssay,Protein,Protein
P53634,Q9BTY2,P53634,Q9BTY2,0.55,undirected,syntheticWithinAssay,Protein,Protein
Q9BTY2,Q13275,Q9BTY2,Q13275,0.6,undirected,syntheticWithinAssay,Protein,Protein
Q13275,O75594,Q13275,O75594,0.65,undirected,syntheticWithinAssay,Protein,Protein
O75594,P25789,O75594,P25789,0.7,undirected,syntheticWithinAssay,Protein,Protein
P25789,P04066,P25789,P04066,0.75,undirected,syntheticWithinAssay,Protein,Protein
P04066,Q9UIW2,P04066,Q9UIW2,0.8,undirected,syntheticWithinAssay,Protein,Protein
Q9UIW2,O14786,Q9UIW2,O14786,0.85,undirected,syntheticWithinAssay,Protein,Protein
O14786,O60462,O14786,O60462,0.9,undirected,syntheticWithinAssay,Protein,Protein
O60462,P34932,O60462,P34932,0.95,undirected,syntheticWithinAssay,Protein,Protein
P34932,Q15008,P34932,Q15008,0.55,undirected,syntheticWithinAssay,Protein,Protein
Q15008,P49720,Q15008,P49720,0.6,undirected,syntheticWithinAssay,Protein,Protein
P49720,P60900,P49720,P60900,0.65,undirected,syntheticWithinAssay,Protein,Protein
P60900,Q06323,P60900,Q06323,0.7,undirected,syntheticWithinAssay,Protein,Protein
Q06323,P28065,Q06323,P28065,0.75,undirected,syntheticWithinAssay,Protein,Protein
P28065,P28070,P28065,P28070,0.8,undirected,syntheticWithinAssay,Protein,Protein
P28070,Q9UL46,P28070,Q9UL46,0.85,undirected,syntheticWithinAssay,Protein,Protein
Q9UL46,P25788,Q9UL46,P25788,0.9,undirected,syntheticWithinAssay,Protein,Protein
P25788,P40306,P25788,P40306,0.95,undirected,syntheticWithinAssay,Protein,Protein
P40306,O14818,P40306,O14818,0.55,undirected,syntheticWithinAssay,Protein,Protein
O14818,P28062,O14818,P28062,0.6,undirected,syntheticWithinAssay,Protein,Protein
P28062,Q99436,P28062,Q99436,0.65,undirected,syntheticWithinAssay,Protein,Protein
Q99436,P25787,Q99436,P25787,0.7,undirected,syntheticWithinAssay,Protein,Protein
P25787,P25786,P25787,P25786,0.75,undirected,syntheticWithinAssay,Protein,Protein
P25786,P28066,P25786,P28066,0.8,undirected,syntheticWithinAssay,Protein,Protein
P28066,O14607,P28066,O14607,0.85,undirected,syntheticWithinAssay,Protein,Protein
O14607,O15394,O14607,O15394,0.9,undirected,syntheticWithinAssay,Protein,Protein
O15394,Q15063,O15394,Q15063,0.95,undirected,syntheticWithinAssay,Protein,Protein
Q15063,Q8WXW3,Q15063,Q8WXW3,0.55,undirected,syntheticWithinAssay,Protein,Protein
Q8WXW3,P16152,Q8WXW3,P16152,0.6,undirected,syntheticWithinAssay,Protein,Protein
P16152,Q5JS37,P16152,Q5JS37,0.65,undirected,syntheticWithinAssay,Protein,Protein
Q5JS37,O00194,Q5JS37,O00194,0.7,undirected,syntheticWithinAssay,Protein,Protein
O00194,O43396,O00194,O43396,0.75,undirected,syntheticWithinAssay,Protein,Protein
O43396,O60346,O43396,O60346,0.8,undirected,syntheticWithinAssay,Protein,Protein
O60346,Q9H159,O60346,Q9H159,0.85,undirected,syntheticWithinAssay,Protein,Protein
Q9H159,Q9HDC9,Q9H159,Q9HDC9,0.9,undirected,syntheticWithinAssay,Protein,Protein
Q9HDC9,P39060,Q9HDC9,P39060,0.95,undirected,syntheticWithinAssay,Protein,Protein
P39060,Q9Y287,P39060,Q9Y287,0.55,undirected,syntheticWithinAssay,Protein,Protein
Q9Y287,Q9NYP9,Q9Y287,Q9NYP9,0.6,undirected,syntheticWithinAssay,Protein,Protein
Q9NYP9,Q96IY4,Q9NYP9,Q96IY4,0.65,undirected,syntheticWithinAssay,Protein,Protein
Q96IY4,P13796,Q96IY4,P13796,0.7,undirected,syntheticWithinAssay,Protein,Protein
P13796,Q04917,P13796,Q04917,0.75,undirected,syntheticWithinAssay,Protein,Protein
Q04917,Q8NDH2,Q04917,Q8NDH2,0.8,undirected,syntheticWithinAssay,Protein,Protein
Q8NDH2,P48723,Q8NDH2,P48723,0.85,undirected,syntheticWithinAssay,Protein,Protein
P48723,Q9NTU7,P48723,Q9NTU7,0.9,undirected,syntheticWithinAssay,Protein,Protein
Q9NTU7,P02730,Q9NTU7,P02730,0.95,undirected,syntheticWithinAssay,Protein,Protein
HMDB0001448,HMDB0000195,HMDB0001448,HMDB0000195,0.55,undirected,syntheticWithinAssay,Metabolite,Metabolite
HMDB0000195,HMDB0000197,HMDB0000195,HMDB0000197,0.6,undirected,syntheticWithinAssay,Metabolite,Metabolite
HMDB0000197,HMDB0000182,HMDB0000197,HMDB0000182,0.65,undirected,syntheticWithinAssay,Metabolite,Metabolite
HMDB0000182,HMDB0001448,HMDB0000182,HMDB0001448,0.7,undirected,syntheticWithinAssay,Metabolite,Metabolite
