from,to,fromName,toName,edgeWeight,edgeDirection,edgeType,fromOmic,toOmic
ACAT2,ENSG00000120437,ACAT2,ACAT2,NA,Transcription,Transcription,Gene,RNA
ACE,ENSG00000159640,ACE,ACE,NA,Transcription,Transcription,Gene,RNA
ACE2,ENSG00000130234,ACE2,ACE2,NA,Transcription,Transcription,Gene,RNA
ACHE,ENSG00000087085,ACHE,ACHE,NA,Transcription,Transcription,Gene,RNA
ACKR3,ENSG00000144476,ACKR3,ACKR3,NA,Transcription,Transcription,Gene,RNA
ACLY,ENSG00000131473,ACLY,ACLY,NA,Transcription,Transcription,Gene,RNA
ACLY,ENSG00000260245,ACLY,ACLY,NA,Transcription,Transcription,Gene,RNA
ACOT7,ENSG00000097021,ACOT7,ACOT7,NA,Transcription,Transcription,Gene,RNA
ACP5,ENSG00000102575,ACP5,ACP5,NA,Transcription,Transcription,Gene,RNA
ACRV1,ENSG00000134940,ACRV1,ACRV1,NA,Transcription,Transcription,Gene,RNA
ACSL1,ENSG00000151726,ACSL1,ACSL1,NA,Transcription,Transcription,Gene,RNA
ACTA1,ENSG00000143632,ACTA1,ACTA1,NA,Transcription,Transcription,Gene,RNA
ACTA2,ENSG00000107796,ACTA2,ACTA2,NA,Transcription,Transcription,Gene,RNA
ACTC1,ENSG00000159251,ACTC1,ACTC1,NA,Transcription,Transcription,Gene,RNA
ACTG2,ENSG00000163017,ACTG2,ACTG2,NA,Transcription,Transcription,Gene,RNA
ACTN4,ENSG00000282844,ACTN4,ACTN4,NA,Transcription,Transcription,Gene,RNA
ACTN4,ENSG00000130402,ACTN4,ACTN4,NA,Transcription,Transcription,Gene,RNA
ADAM10,ENSG00000137845,ADAM10,ADAM10,NA,Transcription,Transcription,Gene,RNA
ADAM12,ENSG00000148848,ADAM12,ADAM12,NA,Transcription,Transcription,Gene,RNA
ADAM17,ENSG00000151694,ADAM17,ADAM17,NA,Transcription,Transcription,Gene,RNA
ADAM23,ENSG00000114948,ADAM23,ADAM23,NA,Transcription,Transcription,Gene,RNA
ADAMTS1,ENSG00000154734,ADAMTS1,ADAMTS1,NA,Transcription,Transcription,Gene,RNA
ADAMTS5,ENSG00000154736,ADAMTS5,ADAMTS5,NA,Transcription,Transcription,Gene,RNA
ADARB2,ENSG00000185736,ADARB2,ADARB2,NA,Transcription,Transcription,Gene,RNA
ADGRE5,ENSG00000123146,ADGRE5,ADGRE5,NA,Transcription,Transcription,Gene,RNA
ADH1A,ENSG00000187758,ADH1A,ADH1A,NA,Transcription,Transcription,Gene,RNA
ADIPOQ,ENSG00000181092,ADIPOQ,ADIPOQ,NA,Transcription,Transcription,Gene,RNA
ADIPOR1,ENSG00000159346,ADIPOR1,ADIPOR1,NA,Transcription,Transcription,Gene,RNA
ADIPOR2,ENSG00000285070,ADIPOR2,ADIPOR2,NA,Transcription,Transcription,Gene,RNA
ADIPOR2,ENSG00000006831,ADIPOR2,ADIPOR2,NA,Transcription,Transcription,Gene,RNA
ADM,ENSG00000148926,ADM,ADM,NA,Transcription,Transcription,Gene,RNA
ADORA1,ENSG00000163485,ADORA1,ADORA1,NA,Transcription,Transcription,Gene,RNA
ADRA2B,ENSG00000274286,ADRA2B,ADRA2B,NA,Transcription,Transcription,Gene,RNA
ADRA2B,ENSG00000222040,ADRA2B,ADRA2B,NA,Transcription,Transcription,Gene,RNA
ADRB2,ENSG00000169252,ADRB2,ADRB2,NA,Transcription,Transcription,Gene,RNA
AFP,ENSG00000081051,AFP,AFP,NA,Transcription,Transcription,Gene,RNA
AGER,ENSG00000204305,AGER,AGER,NA,Transcription,Transcription,Gene,RNA
AGER,ENSG00000231268,AGER,AGER,NA,Transcription,Transcription,Gene,RNA
AGER,ENSG00000234729,AGER,AGER,NA,Transcription,Transcription,Gene,RNA
AGER,ENSG00000206320,AGER,AGER,NA,Transcription,Transcription,Gene,RNA
AGER,ENSG00000229058,AGER,AGER,NA,Transcription,Transcription,Gene,RNA
AGER,ENSG00000230514,AGER,AGER,NA,Transcription,Transcription,Gene,RNA
AGER,ENSG00000237405,AGER,AGER,NA,Transcription,Transcription,Gene,RNA
AGGF1,ENSG00000164252,AGGF1,AGGF1,NA,Transcription,Transcription,Gene,RNA
AGR2,ENSG00000106541,AGR2,AGR2,NA,Transcription,Transcription,Gene,RNA
AGT,ENSG00000135744,AGT,AGT,NA,Transcription,Transcription,Gene,RNA
AGTR1,ENSG00000144891,AGTR1,AGTR1,NA,Transcription,Transcription,Gene,RNA
AHR,ENSG00000106546,AHR,AHR,NA,Transcription,Transcription,Gene,RNA
AHRR,ENSG00000063438,AHRR,AHRR,NA,Transcription,Transcription,Gene,RNA
AIRE,ENSG00000160224,AIRE,AIRE,NA,Transcription,Transcription,Gene,RNA
AKAP12,ENSG00000131016,AKAP12,AKAP12,NA,Transcription,Transcription,Gene,RNA
AKR1C2,ENSG00000151632,AKR1C2,AKR1C2,NA,Transcription,Transcription,Gene,RNA
AKR1C2,ENSG00000265231,AKR1C2,AKR1C2,NA,Transcription,Transcription,Gene,RNA
AKR1C3,ENSG00000196139,AKR1C3,AKR1C3,NA,Transcription,Transcription,Gene,RNA
AKR1C3,ENSG00000265685,AKR1C3,AKR1C3,NA,Transcription,Transcription,Gene,RNA
AKT1,ENSG00000142208,AKT1,AKT1,NA,Transcription,Transcription,Gene,RNA
AKT2,ENSG00000105221,AKT2,AKT2,NA,Transcription,Transcription,Gene,RNA
ALAS2,ENSG00000158578,ALAS2,ALAS2,NA,Transcription,Transcription,Gene,RNA
ALB,ENSG00000163631,ALB,ALB,NA,Transcription,Transcription,Gene,RNA
ALDH1A1,ENSG00000165092,ALDH1A1,ALDH1A1,NA,Transcription,Transcription,Gene,RNA
ALDH1A2,ENSG00000128918,ALDH1A2,ALDH1A2,NA,Transcription,Transcription,Gene,RNA
ALDOA,ENSG00000149925,ALDOA,ALDOA,NA,Transcription,Transcription,Gene,RNA
ALDOB,ENSG00000136872,ALDOB,ALDOB,NA,Transcription,Transcription,Gene,RNA
ALK,ENSG00000171094,ALK,ALK,NA,Transcription,Transcription,Gene,RNA
ALOX12,ENSG00000108839,ALOX12,ALOX12,NA,Transcription,Transcription,Gene,RNA
ALOX15,ENSG00000161905,ALOX15,ALOX15,NA,Transcription,Transcription,Gene,RNA
ALOX5,ENSG00000275565,ALOX5,ALOX5,NA,Transcription,Transcription,Gene,RNA
ALOX5,ENSG00000012779,ALOX5,ALOX5,NA,Transcription,Transcription,Gene,RNA
ALOX5,ENSG00000262552,ALOX5,ALOX5,NA,Transcription,Transcription,Gene,RNA
ALPI,ENSG00000163295,ALPI,ALPI,NA,Transcription,Transcription,Gene,RNA
ALPL,ENSG00000162551,ALPL,ALPL,NA,Transcription,Transcription,Gene,RNA
AMH,ENSG00000104899,AMH,AMH,NA,Transcription,Transcription,Gene,RNA
AMHR2,ENSG00000135409,AMHR2,AMHR2,NA,Transcription,Transcription,Gene,RNA
ANAPC4,ENSG00000053900,ANAPC4,ANAPC4,NA,Transcription,Transcription,Gene,RNA
ANG,ENSG00000214274,ANG,ANG,NA,Transcription,Transcription,Gene,RNA
ANGPT1,ENSG00000154188,ANGPT1,ANGPT1,NA,Transcription,Transcription,Gene,RNA
ANGPT2,ENSG00000091879,ANGPT2,ANGPT2,NA,Transcription,Transcription,Gene,RNA
ANGPTL4,ENSG00000167772,ANGPTL4,ANGPTL4,NA,Transcription,Transcription,Gene,RNA
ANKRD1,ENSG00000148677,ANKRD1,ANKRD1,NA,Transcription,Transcription,Gene,RNA
ANPEP,ENSG00000166825,ANPEP,ANPEP,NA,Transcription,Transcription,Gene,RNA
ANXA8,ENSG00000265190,ANXA8,ANXA8,NA,Transcription,Transcription,Gene,RNA
ANXA8,ENSG00000165390,ANXA8,ANXA8,NA,Transcription,Transcription,Gene,RNA
APAF1,ENSG00000120868,APAF1,APAF1,NA,Transcription,Transcription,Gene,RNA
APC,ENSG00000134982,APC,APC,NA,Transcription,Transcription,Gene,RNA
APCS,ENSG00000132703,APCS,APCS,NA,Transcription,Transcription,Gene,RNA
APEX1,ENSG00000100823,APEX1,APEX1,NA,Transcription,Transcription,Gene,RNA
APEX1,ENSG00000291796,APEX1,APEX1,NA,Transcription,Transcription,Gene,RNA
APH1A,ENSG00000117362,APH1A,APH1A,NA,Transcription,Transcription,Gene,RNA
APH1A,ENSG00000266334,APH1A,APH1A,NA,Transcription,Transcription,Gene,RNA
APLNR,ENSG00000134817,APLNR,APLNR,NA,Transcription,Transcription,Gene,RNA
APOA5,ENSG00000110243,APOA5,APOA5,NA,Transcription,Transcription,Gene,RNA
APOB,ENSG00000084674,APOB,APOB,NA,Transcription,Transcription,Gene,RNA
APOBR,ENSG00000184730,APOBR,APOBR,NA,Transcription,Transcription,Gene,RNA
APOC3,ENSG00000110245,APOC3,APOC3,NA,Transcription,Transcription,Gene,RNA
APOD,ENSG00000189058,APOD,APOD,NA,Transcription,Transcription,Gene,RNA
APOE,ENSG00000130203,APOE,APOE,NA,Transcription,Transcription,Gene,RNA
APP,ENSG00000142192,APP,APP,NA,Transcription,Transcription,Gene,RNA
AR,ENSG00000169083,AR,AR,NA,Transcription,Transcription,Gene,RNA
AREG,ENSG00000109321,AREG,AREG,NA,Transcription,Transcription,Gene,RNA
ARF1,ENSG00000143761,ARF1,ARF1,NA,Transcription,Transcription,Gene,RNA
ARF6,ENSG00000165527,ARF6,ARF6,NA,Transcription,Transcription,Gene,RNA
ARG1,ENSG00000118520,ARG1,ARG1,NA,Transcription,Transcription,Gene,RNA
ARG2,ENSG00000081181,ARG2,ARG2,NA,Transcription,Transcription,Gene,RNA
ARHGEF1,ENSG00000076928,ARHGEF1,ARHGEF1,NA,Transcription,Transcription,Gene,RNA
ARL6IP5,ENSG00000144746,ARL6IP5,ARL6IP5,NA,Transcription,Transcription,Gene,RNA
ARNT,ENSG00000143437,ARNT,ARNT,NA,Transcription,Transcription,Gene,RNA
ASCL1,ENSG00000139352,ASCL1,ASCL1,NA,Transcription,Transcription,Gene,RNA
ASCL2,ENSG00000183734,ASCL2,ASCL2,NA,Transcription,Transcription,Gene,RNA
ASF1B,ENSG00000288210,ASF1B,ASF1B,NA,Transcription,Transcription,Gene,RNA
ASF1B,ENSG00000105011,ASF1B,ASF1B,NA,Transcription,Transcription,Gene,RNA
ASNS,ENSG00000070669,ASNS,ASNS,NA,Transcription,Transcription,Gene,RNA
ASPM,ENSG00000066279,ASPM,ASPM,NA,Transcription,Transcription,Gene,RNA
ASS1,ENSG00000130707,ASS1,ASS1,NA,Transcription,Transcription,Gene,RNA
ASXL1,ENSG00000171456,ASXL1,ASXL1,NA,Transcription,Transcription,Gene,RNA
ATF1,ENSG00000123268,ATF1,ATF1,NA,Transcription,Transcription,Gene,RNA
ATF2,ENSG00000115966,ATF2,ATF2,NA,Transcription,Transcription,Gene,RNA
ATF3,ENSG00000162772,ATF3,ATF3,NA,Transcription,Transcription,Gene,RNA
ATF4,ENSG00000128272,ATF4,ATF4,NA,Transcription,Transcription,Gene,RNA
ATF5,ENSG00000169136,ATF5,ATF5,NA,Transcription,Transcription,Gene,RNA
ATF7,ENSG00000170653,ATF7,ATF7,NA,Transcription,Transcription,Gene,RNA
ATG5,ENSG00000057663,ATG5,ATG5,NA,Transcription,Transcription,Gene,RNA
ATG7,ENSG00000197548,ATG7,ATG7,NA,Transcription,Transcription,Gene,RNA
ATM,ENSG00000149311,ATM,ATM,NA,Transcription,Transcription,Gene,RNA
ATP1B1,ENSG00000143153,ATP1B1,ATP1B1,NA,Transcription,Transcription,Gene,RNA
ATP2A2,ENSG00000174437,ATP2A2,ATP2A2,NA,Transcription,Transcription,Gene,RNA
ATP2A3,ENSG00000074370,ATP2A3,ATP2A3,NA,Transcription,Transcription,Gene,RNA
ATP2C1,ENSG00000017260,ATP2C1,ATP2C1,NA,Transcription,Transcription,Gene,RNA
ATP5F1A,ENSG00000152234,ATP5F1A,ATP5F1A,NA,Transcription,Transcription,Gene,RNA
ATP6V0A2,ENSG00000185344,ATP6V0A2,ATP6V0A2,NA,Transcription,Transcription,Gene,RNA
ATP6V0E1,ENSG00000113732,ATP6V0E1,ATP6V0E1,NA,Transcription,Transcription,Gene,RNA
ATXN2,ENSG00000204842,ATXN2,ATXN2,NA,Transcription,Transcription,Gene,RNA
AURKA,ENSG00000087586,AURKA,AURKA,NA,Transcription,Transcription,Gene,RNA
AVP,ENSG00000101200,AVP,AVP,NA,Transcription,Transcription,Gene,RNA
AXIN2,ENSG00000168646,AXIN2,AXIN2,NA,Transcription,Transcription,Gene,RNA
AXL,ENSG00000167601,AXL,AXL,NA,Transcription,Transcription,Gene,RNA
B2M,ENSG00000273686,B2M,B2M,NA,Transcription,Transcription,Gene,RNA
B2M,ENSG00000166710,B2M,B2M,NA,Transcription,Transcription,Gene,RNA
B4GALT1,ENSG00000086062,B4GALT1,B4GALT1,NA,Transcription,Transcription,Gene,RNA
B4GALT5,ENSG00000158470,B4GALT5,B4GALT5,NA,Transcription,Transcription,Gene,RNA
BAALC,ENSG00000164929,BAALC,BAALC,NA,Transcription,Transcription,Gene,RNA
BABAM2,ENSG00000158019,BABAM2,BABAM2,NA,Transcription,Transcription,Gene,RNA
BACE1,ENSG00000186318,BACE1,BACE1,NA,Transcription,Transcription,Gene,RNA
BACH1,ENSG00000156273,BACH1,BACH1,NA,Transcription,Transcription,Gene,RNA
BAD,ENSG00000002330,BAD,BAD,NA,Transcription,Transcription,Gene,RNA
BAG1,ENSG00000107262,BAG1,BAG1,NA,Transcription,Transcription,Gene,RNA
BAG3,ENSG00000151929,BAG3,BAG3,NA,Transcription,Transcription,Gene,RNA
BAK1,ENSG00000030110,BAK1,BAK1,NA,Transcription,Transcription,Gene,RNA
BAMBI,ENSG00000095739,BAMBI,BAMBI,NA,Transcription,Transcription,Gene,RNA
BAX,ENSG00000087088,BAX,BAX,NA,Transcription,Transcription,Gene,RNA
BBC3,ENSG00000105327,BBC3,BBC3,NA,Transcription,Transcription,Gene,RNA
BCAR1,ENSG00000050820,BCAR1,BCAR1,NA,Transcription,Transcription,Gene,RNA
BCAS3,ENSG00000141376,BCAS3,BCAS3,NA,Transcription,Transcription,Gene,RNA
BCL11A,ENSG00000119866,BCL11A,BCL11A,NA,Transcription,Transcription,Gene,RNA
BCL2,ENSG00000171791,BCL2,BCL2,NA,Transcription,Transcription,Gene,RNA
BCL2A1,ENSG00000140379,BCL2A1,BCL2A1,NA,Transcription,Transcription,Gene,RNA
BCL2L1,ENSG00000171552,BCL2L1,BCL2L1,NA,Transcription,Transcription,Gene,RNA
BCL2L11,ENSG00000153094,BCL2L11,BCL2L11,NA,Transcription,Transcription,Gene,RNA
BCL2L13,ENSG00000099968,BCL2L13,BCL2L13,NA,Transcription,Transcription,Gene,RNA
BCL3,ENSG00000069399,BCL3,BCL3,NA,Transcription,Transcription,Gene,RNA
BCL6,ENSG00000113916,BCL6,BCL6,NA,Transcription,Transcription,Gene,RNA
BDKRB2,ENSG00000168398,BDKRB2,BDKRB2,NA,Transcription,Transcription,Gene,RNA
BDNF,ENSG00000176697,BDNF,BDNF,NA,Transcription,Transcription,Gene,RNA
BECN1,ENSG00000126581,BECN1,BECN1,NA,Transcription,Transcription,Gene,RNA
BEST1,ENSG00000167995,BEST1,BEST1,NA,Transcription,Transcription,Gene,RNA
BEX2,ENSG00000133134,BEX2,BEX2,NA,Transcription,Transcription,Gene,RNA
BGLAP,ENSG00000242252,BGLAP,BGLAP,NA,Transcription,Transcription,Gene,RNA
BGN,ENSG00000182492,BGN,BGN,NA,Transcription,Transcription,Gene,RNA
BGN,ENSG00000269168,BGN,BGN,NA,Transcription,Transcription,Gene,RNA
BHLHE22,ENSG00000180828,BHLHE22,BHLHE22,NA,Transcription,Transcription,Gene,RNA
BHLHE40,ENSG00000134107,BHLHE40,BHLHE40,NA,Transcription,Transcription,Gene,RNA
BHLHE41,ENSG00000123095,BHLHE41,BHLHE41,NA,Transcription,Transcription,Gene,RNA
BHMT,ENSG00000145692,BHMT,BHMT,NA,Transcription,Transcription,Gene,RNA
BID,ENSG00000015475,BID,BID,NA,Transcription,Transcription,Gene,RNA
BIRC2,ENSG00000110330,BIRC2,BIRC2,NA,Transcription,Transcription,Gene,RNA
BIRC3,ENSG00000023445,BIRC3,BIRC3,NA,Transcription,Transcription,Gene,RNA
BIRC5,ENSG00000089685,BIRC5,BIRC5,NA,Transcription,Transcription,Gene,RNA
BLK,ENSG00000285369,BLK,BLK,NA,Transcription,Transcription,Gene,RNA
BLK,ENSG00000136573,BLK,BLK,NA,Transcription,Transcription,Gene,RNA
BLM,ENSG00000197299,BLM,BLM,NA,Transcription,Transcription,Gene,RNA
BLMH,ENSG00000108578,BLMH,BLMH,NA,Transcription,Transcription,Gene,RNA
BMI1,ENSG00000168283,BMI1,BMI1,NA,Transcription,Transcription,Gene,RNA
BMP2,ENSG00000125845,BMP2,BMP2,NA,Transcription,Transcription,Gene,RNA
BMP4,ENSG00000125378,BMP4,BMP4,NA,Transcription,Transcription,Gene,RNA
BMP7,ENSG00000101144,BMP7,BMP7,NA,Transcription,Transcription,Gene,RNA
BNIP3,ENSG00000176171,BNIP3,BNIP3,NA,Transcription,Transcription,Gene,RNA
BRCA1,ENSG00000012048,BRCA1,BRCA1,NA,Transcription,Transcription,Gene,RNA
BRCA2,ENSG00000139618,BRCA2,BRCA2,NA,Transcription,Transcription,Gene,RNA
BRD2,ENSG00000234507,BRD2,BRD2,NA,Transcription,Transcription,Gene,RNA
BRD2,ENSG00000234704,BRD2,BRD2,NA,Transcription,Transcription,Gene,RNA
BRD2,ENSG00000215077,BRD2,BRD2,NA,Transcription,Transcription,Gene,RNA
BRD2,ENSG00000235307,BRD2,BRD2,NA,Transcription,Transcription,Gene,RNA
BRD2,ENSG00000204256,BRD2,BRD2,NA,Transcription,Transcription,Gene,RNA
BRD3,ENSG00000169925,BRD3,BRD3,NA,Transcription,Transcription,Gene,RNA
BRD7,ENSG00000166164,BRD7,BRD7,NA,Transcription,Transcription,Gene,RNA
BRS3,ENSG00000102239,BRS3,BRS3,NA,Transcription,Transcription,Gene,RNA
BSG,ENSG00000172270,BSG,BSG,NA,Transcription,Transcription,Gene,RNA
BST2,ENSG00000130303,BST2,BST2,NA,Transcription,Transcription,Gene,RNA
BTG1,ENSG00000133639,BTG1,BTG1,NA,Transcription,Transcription,Gene,RNA
BTG2,ENSG00000159388,BTG2,BTG2,NA,Transcription,Transcription,Gene,RNA
BTRC,ENSG00000166167,BTRC,BTRC,NA,Transcription,Transcription,Gene,RNA
BUB1B,ENSG00000156970,BUB1B,BUB1B,NA,Transcription,Transcription,Gene,RNA
C1QTNF5,ENSG00000223953,C1QTNF5,C1QTNF5,NA,Transcription,Transcription,Gene,RNA
C4BPB,ENSG00000123843,C4BPB,C4BPB,NA,Transcription,Transcription,Gene,RNA
CA9,ENSG00000107159,CA9,CA9,NA,Transcription,Transcription,Gene,RNA
CABIN1,ENSG00000099991,CABIN1,CABIN1,NA,Transcription,Transcription,Gene,RNA
CALB1,ENSG00000104327,CALB1,CALB1,NA,Transcription,Transcription,Gene,RNA
CALD1,ENSG00000122786,CALD1,CALD1,NA,Transcription,Transcription,Gene,RNA
CAMP,ENSG00000164047,CAMP,CAMP,NA,Transcription,Transcription,Gene,RNA
CAPN10,ENSG00000142330,CAPN10,CAPN10,NA,Transcription,Transcription,Gene,RNA
CAPNS1,ENSG00000126247,CAPNS1,CAPNS1,NA,Transcription,Transcription,Gene,RNA
CARTPT,ENSG00000164326,CARTPT,CARTPT,NA,Transcription,Transcription,Gene,RNA
CASP1,ENSG00000137752,CASP1,CASP1,NA,Transcription,Transcription,Gene,RNA
CASP2,ENSG00000106144,CASP2,CASP2,NA,Transcription,Transcription,Gene,RNA
CASP3,ENSG00000164305,CASP3,CASP3,NA,Transcription,Transcription,Gene,RNA
CASP7,ENSG00000165806,CASP7,CASP7,NA,Transcription,Transcription,Gene,RNA
CASP8,ENSG00000064012,CASP8,CASP8,NA,Transcription,Transcription,Gene,RNA
CASP9,ENSG00000132906,CASP9,CASP9,NA,Transcription,Transcription,Gene,RNA
CASR,ENSG00000036828,CASR,CASR,NA,Transcription,Transcription,Gene,RNA
CAT,ENSG00000121691,CAT,CAT,NA,Transcription,Transcription,Gene,RNA
CAV1,ENSG00000105974,CAV1,CAV1,NA,Transcription,Transcription,Gene,RNA
CBFB,ENSG00000067955,CBFB,CBFB,NA,Transcription,Transcription,Gene,RNA
CBS,ENSG00000160200,CBS,CBS,NA,Transcription,Transcription,Gene,RNA
CCAR2,ENSG00000158941,CCAR2,CCAR2,NA,Transcription,Transcription,Gene,RNA
CCK,ENSG00000187094,CCK,CCK,NA,Transcription,Transcription,Gene,RNA
CCL11,ENSG00000172156,CCL11,CCL11,NA,Transcription,Transcription,Gene,RNA
CCL17,ENSG00000102970,CCL17,CCL17,NA,Transcription,Transcription,Gene,RNA
CCL19,ENSG00000172724,CCL19,CCL19,NA,Transcription,Transcription,Gene,RNA
CCL2,ENSG00000108691,CCL2,CCL2,NA,Transcription,Transcription,Gene,RNA
CCL20,ENSG00000115009,CCL20,CCL20,NA,Transcription,Transcription,Gene,RNA
CCL21,ENSG00000137077,CCL21,CCL21,NA,Transcription,Transcription,Gene,RNA
CCL22,ENSG00000102962,CCL22,CCL22,NA,Transcription,Transcription,Gene,RNA
CCL26,ENSG00000006606,CCL26,CCL26,NA,Transcription,Transcription,Gene,RNA
CCL26,ENSG00000262029,CCL26,CCL26,NA,Transcription,Transcription,Gene,RNA
CCL3,ENSG00000278567,CCL3,CCL3,NA,Transcription,Transcription,Gene,RNA
CCL3,ENSG00000274221,CCL3,CCL3,NA,Transcription,Transcription,Gene,RNA
CCL3,ENSG00000277632,CCL3,CCL3,NA,Transcription,Transcription,Gene,RNA
CCL3,ENSG00000006075,CCL3,CCL3,NA,Transcription,Transcription,Gene,RNA
CCL4,ENSG00000277943,CCL4,CCL4,NA,Transcription,Transcription,Gene,RNA
CCL4,ENSG00000275824,CCL4,CCL4,NA,Transcription,Transcription,Gene,RNA
CCL4,ENSG00000275302,CCL4,CCL4,NA,Transcription,Transcription,Gene,RNA
CCL4,ENSG00000129277,CCL4,CCL4,NA,Transcription,Transcription,Gene,RNA
CCL5,ENSG00000274233,CCL5,CCL5,NA,Transcription,Transcription,Gene,RNA
CCL5,ENSG00000271503,CCL5,CCL5,NA,Transcription,Transcription,Gene,RNA
CCL5,ENSG00000161570,CCL5,CCL5,NA,Transcription,Transcription,Gene,RNA
CCNA1,ENSG00000133101,CCNA1,CCNA1,NA,Transcription,Transcription,Gene,RNA
CCNA2,ENSG00000145386,CCNA2,CCNA2,NA,Transcription,Transcription,Gene,RNA
CCNB1,ENSG00000134057,CCNB1,CCNB1,NA,Transcription,Transcription,Gene,RNA
CCNB2,ENSG00000157456,CCNB2,CCNB2,NA,Transcription,Transcription,Gene,RNA
CCNC,ENSG00000112237,CCNC,CCNC,NA,Transcription,Transcription,Gene,RNA
CCND1,ENSG00000110092,CCND1,CCND1,NA,Transcription,Transcription,Gene,RNA
CCND2,ENSG00000118971,CCND2,CCND2,NA,Transcription,Transcription,Gene,RNA
CCND3,ENSG00000112576,CCND3,CCND3,NA,Transcription,Transcription,Gene,RNA
CCNE1,ENSG00000105173,CCNE1,CCNE1,NA,Transcription,Transcription,Gene,RNA
CCNE2,ENSG00000175305,CCNE2,CCNE2,NA,Transcription,Transcription,Gene,RNA
CCNG2,ENSG00000138764,CCNG2,CCNG2,NA,Transcription,Transcription,Gene,RNA
CCR1,ENSG00000163823,CCR1,CCR1,NA,Transcription,Transcription,Gene,RNA
CCR2,ENSG00000121807,CCR2,CCR2,NA,Transcription,Transcription,Gene,RNA
CCR3,ENSG00000183625,CCR3,CCR3,NA,Transcription,Transcription,Gene,RNA
CCR4,ENSG00000183813,CCR4,CCR4,NA,Transcription,Transcription,Gene,RNA
CCR5,ENSG00000160791,CCR5,CCR5,NA,Transcription,Transcription,Gene,RNA
CCR6,ENSG00000112486,CCR6,CCR6,NA,Transcription,Transcription,Gene,RNA
CCR7,ENSG00000126353,CCR7,CCR7,NA,Transcription,Transcription,Gene,RNA
CD14,ENSG00000170458,CD14,CD14,NA,Transcription,Transcription,Gene,RNA
CD151,ENSG00000177697,CD151,CD151,NA,Transcription,Transcription,Gene,RNA
CD19,ENSG00000177455,CD19,CD19,NA,Transcription,Transcription,Gene,RNA
CD1D,ENSG00000158473,CD1D,CD1D,NA,Transcription,Transcription,Gene,RNA
CD2,ENSG00000116824,CD2,CD2,NA,Transcription,Transcription,Gene,RNA
CD22,ENSG00000012124,CD22,CD22,NA,Transcription,Transcription,Gene,RNA
CD24,ENSG00000272398,CD24,CD24,NA,Transcription,Transcription,Gene,RNA
CD247,ENSG00000198821,CD247,CD247,NA,Transcription,Transcription,Gene,RNA
CD2AP,ENSG00000198087,CD2AP,CD2AP,NA,Transcription,Transcription,Gene,RNA
CD33,ENSG00000105383,CD33,CD33,NA,Transcription,Transcription,Gene,RNA
CD34,ENSG00000174059,CD34,CD34,NA,Transcription,Transcription,Gene,RNA
CD36,ENSG00000135218,CD36,CD36,NA,Transcription,Transcription,Gene,RNA
CD38,ENSG00000004468,CD38,CD38,NA,Transcription,Transcription,Gene,RNA
CD3G,ENSG00000160654,CD3G,CD3G,NA,Transcription,Transcription,Gene,RNA
CD4,ENSG00000010610,CD4,CD4,NA,Transcription,Transcription,Gene,RNA
CD4,ENSG00000268779,CD4,CD4,NA,Transcription,Transcription,Gene,RNA
